Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
Verify the Date added field with invalid inputs that is with value that does not exist in the records,RET-58,10086,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 7:44 PM,08/Sep/21 9:01 PM,08/Sep/21 8:59 PM,08/Sep/21 5:19 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000iv:,,RET Sprint 1,,,,,,,,Done
Verify the Date added field with valid inputs that is with value existing in the records,RET-57,10085,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 7:40 PM,08/Sep/21 9:01 PM,08/Sep/21 8:59 PM,08/Sep/21 5:19 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000in:,,RET Sprint 1,,,,,,,,Done
Verify if previously selected date is displayed when reselecting new date,RET-56,10084,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 6:31 PM,08/Sep/21 9:01 PM,08/Sep/21 8:59 PM,08/Sep/21 5:19 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000if:,,RET Sprint 1,,,,,,,,Done
Verify if date selected in calendar get highlighted when mouse is hovered over it,RET-55,10083,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 6:28 PM,08/Sep/21 9:01 PM,08/Sep/21 8:59 PM,08/Sep/21 5:19 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000i7:,,RET Sprint 1,,,,,,,,Done
Verify if it is able to check the calendar of a particular month of any year.,RET-54,10082,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 6:28 PM,08/Sep/21 9:01 PM,08/Sep/21 8:59 PM,08/Sep/21 5:18 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000hz:,,RET Sprint 1,,,,,,,,Done
Verify if it is able to move to previous and next month’s calendar by choosing the left and right icon over the calendar.,RET-53,10081,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 6:28 PM,08/Sep/21 9:01 PM,08/Sep/21 8:59 PM,08/Sep/21 5:18 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000hr:,,RET Sprint 1,,,,,,,,Done
Verify if it is able to select any date after the current date,RET-52,10080,Test,Block,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 6:27 PM,08/Sep/21 9:01 PM,08/Sep/21 8:59 PM,,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000hj:,,RET Sprint 1,,,,,,,,In Progress
Verify if it is able to select any date before the current date,RET-51,10079,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 6:27 PM,08/Sep/21 9:01 PM,08/Sep/21 8:59 PM,08/Sep/21 5:18 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000hb:,,RET Sprint 1,,,,,,,,Done
Verify if it is able to edit a date that is already set in the calendar.,RET-50,10078,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 6:26 PM,08/Sep/21 9:01 PM,08/Sep/21 8:59 PM,08/Sep/21 5:18 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000h3:,,RET Sprint 1,,,,,,,,Done
Verify if it is able to enter date manually,RET-49,10077,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 6:23 PM,08/Sep/21 9:01 PM,08/Sep/21 8:59 PM,08/Sep/21 5:18 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000gv:,,RET Sprint 1,,,,,,,,Done
Verify if current date appears as default date in calendar widget,RET-48,10076,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 6:22 PM,08/Sep/21 9:01 PM,08/Sep/21 8:59 PM,08/Sep/21 5:18 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000gn:,,RET Sprint 1,,,,,,,,Done
Verify if a calendar widget appears when the Date Added field is selected,RET-47,10075,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 6:12 PM,08/Sep/21 9:01 PM,08/Sep/21 9:00 PM,08/Sep/21 5:18 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000gf:,,RET Sprint 1,,,,,,,,Done
Verify if down and up arrow keys can be used to access all the options in given order in the list.,RET-46,10074,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 5:38 PM,08/Sep/21 9:01 PM,08/Sep/21 9:00 PM,08/Sep/21 5:18 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000g7:,,RET Sprint 1,,,,,,,,Done
"Verify that on pressing an alphabet on the keyboard, options in dropdown starting with that alphabet is getting highlighted.",RET-45,10073,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 5:38 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:17 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000fz:,,RET Sprint 1,,,,,,,,Done
Verify if it is able to copy and paste the return status in Return Status field,RET-44,10072,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 5:37 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:17 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000fr:,,RET Sprint 1,,,,,,,,Done
Verify if the selected return status is displayed in the field,RET-43,10071,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 5:36 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:17 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000fj:,,RET Sprint 1,,,,,,,,Done
Verify if the Return status item is highlighted when mouse is hovered over it,RET-42,10070,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 5:36 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:17 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000fb:,,RET Sprint 1,,,,,,,,Done
Verify if the Return status dropdown shows a dropdown list when clicked on it,RET-41,10069,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 5:35 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:17 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000f3:,,RET Sprint 1,,,,,,,,Done
Verify if the Return status dropdown is clickable or not,RET-40,10068,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 5:32 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:17 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ev:,,RET Sprint 1,,,,,,,,Done
Verify the Model name text field is able trim leading or trailing spaces or both,RET-39,10067,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 5:00 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:17 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000en:,,RET Sprint 1,,,,,,,,Done
Verify if Model name text field allows input more than the textbox,RET-38,10066,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 4:59 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:17 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ef:,,RET Sprint 1,,,,,,,,Done
Verify if it is able to copy and paste the text in Model name field,RET-37,10065,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 4:58 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:17 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000e7:,,RET Sprint 1,,,,,,,,Done
Verify the Model name text field with invalid inputs that is with value that does not exist in the records,RET-36,10064,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 4:58 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:17 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000dz:,,RET Sprint 1,,,,,,,,Done
Verify the Model name text field with valid inputs that is with value existing in the records,RET-35,10063,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 4:56 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:17 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000dr:,,RET Sprint 1,,,,,,,,Done
Verify if Product name text field is able trim leading or trailing spaces or both,RET-34,10062,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 4:40 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:17 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000dj:,,RET Sprint 1,,,,,,,,Done
Verify if Product name text field allows input more than the textbox,RET-33,10061,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 4:38 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:16 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000db:,,RET Sprint 1,,,,,,,,Done
Verify if it is able to copy and paste the text in Product name field,RET-32,10060,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 4:36 PM,08/Sep/21 9:02 PM,08/Sep/21 9:00 PM,08/Sep/21 5:16 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000d3:,,RET Sprint 1,,,,,,,,Done
Verify the Product name text field with invalid inputs that is with value that does not exist in the records,RET-31,10059,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 4:33 PM,08/Sep/21 9:03 PM,08/Sep/21 9:01 PM,08/Sep/21 5:16 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000cv:,,RET Sprint 1,,,,,,,,Done
Verify the Product name text field with valid inputs that is with value existing in the records,RET-30,10058,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 12:12 PM,08/Sep/21 9:03 PM,08/Sep/21 9:01 PM,08/Sep/21 5:16 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000cn:,,RET Sprint 1,,,,,,,,Done
Verify if Customer name text field is able trim leading or trailing spaces or both,RET-29,10057,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 12:01 PM,08/Sep/21 9:03 PM,08/Sep/21 9:01 PM,08/Sep/21 5:16 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000cf:,,RET Sprint 1,,,,,,,,Done
Verify if Customer name text field allows input more than the textbox,RET-28,10056,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 11:58 AM,08/Sep/21 9:03 PM,08/Sep/21 9:01 PM,08/Sep/21 5:16 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000c7:,,RET Sprint 1,,,,,,,,Done
Verify if it is able to copy and paste the text in Customer name field,RET-27,10055,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 11:56 AM,08/Sep/21 9:03 PM,08/Sep/21 9:03 PM,08/Sep/21 5:16 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000bz:,,RET Sprint 1,,,,,,,,Done
Verify the Customer name text field with invalid inputs that is with value that does not exist in the records,RET-26,10054,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 11:53 AM,08/Sep/21 9:04 PM,08/Sep/21 9:03 PM,08/Sep/21 5:16 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000br:,,RET Sprint 1,,,,,,,,Done
Verify the Customer name text field with valid inputs that is with value existing in the records,RET-25,10053,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 11:44 AM,08/Sep/21 9:04 PM,08/Sep/21 9:03 PM,08/Sep/21 5:16 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000bj:,,RET Sprint 1,,,,,,,,Done
Verify if Order ID text field allows input more than the textbox,RET-24,10052,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 10:52 AM,08/Sep/21 9:04 PM,08/Sep/21 9:03 PM,08/Sep/21 5:16 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000bb:,,RET Sprint 1,,,,,,,,Done
Verify if Order ID text field is able trim leading or trailing spaces or both,RET-23,10051,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 10:52 AM,08/Sep/21 9:04 PM,08/Sep/21 9:03 PM,08/Sep/21 5:16 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000b3:,,RET Sprint 1,,,,,,,,Done
Verify if it is able to copy and paste the ID in Order ID field,RET-22,10050,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 10:51 AM,08/Sep/21 9:04 PM,08/Sep/21 9:03 PM,08/Sep/21 5:15 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000av:,,RET Sprint 1,,,,,,,,Done
Verify the Order ID text field with invalid inputs that is with value that does not exist in the records,RET-21,10049,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 10:50 AM,08/Sep/21 9:04 PM,08/Sep/21 9:03 PM,08/Sep/21 5:15 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,RET-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000an:,,RET Sprint 1,,,,,,,,Done
Verify the Order ID text field with valid inputs that is with value existing in the records,RET-20,10048,Test,Done,RET,Retail,software,Kirti Patekar,612ef7988bb88c006f3e36b0,,Medium,Done,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,Kirti Patekar,612ef7988bb88c006f3e36b0,07/Sep/21 7:08 AM,08/Sep/21 9:04 PM,08/Sep/21 9:03 PM,08/Sep/21 5:16 PM,,0,,,Kirti Patekar,612ef7988bb88c006f3e36b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000af:,,RET Sprint 1,,,,,,,,Done
